Interest_Areas,Preferred_Work_Style,CGPA,Soft_Skills,Programming_Languages,Tools_Techstack,Certifications,Wants_to_Go_for_Masters,Interested_in_Research,Current_Projects_Count,Extracurricular_Interests,Favourite_Subjects,Internship_Experience,Problem_Solving_Style,Recommended_Career
"Systems Programming, Quality Assurance / Testing, Business Analysis",On-site,9.7,Problem Solving,"MATLAB, PowerShell, Swift, Haskell","Node.js, Spark, Cypress",,False,False,3,Workshop Hosting,"Natural Language Processing, Biology, Bioinformatics",3,"Systematic, Big Picture Thinker",Game Developer
"Site Reliability Engineering (SRE), Artificial Intelligence",Remote,7.7,Business Communication,Lisp,"Selenium, Mocha, MySQL, Pytest, Confluence",HashiCorp Certified: Terraform Associate,False,False,1,"Teaching/TA Work, Startup Ideation Events","Psychology, Quantum Computing",1,Intuitive,Systems Engineer
"Quality Assurance / Testing, Bioinformatics, Entrepreneurship",Hybrid,6.9,"Decision Making, Multitasking, Teamwork, Innovative Thinking, Accountability","C++, JavaScript","Cypress, GitLab CI/CD, Airflow, Android Studio, Google Colab","Google Data Analytics Certificate, Oracle Certified Java Programmer, Microsoft Certified Azure Fundamentals",True,True,2,"Photography, Graphic Design, Hackathons","Artificial Intelligence, Digital Logic Design, Machine Learning",2,Intuitive,Technical Consultant
"Artificial Intelligence, Big Data",Hybrid,7.5,Business Communication,"HTML, Shell (Bash)","Pandas, Ansible, PyTorch, Tableau","Google Data Analytics Certificate, Machine Learning (Stanford/Coursera), IBM Data Science Professional Certificate, Deep Learning Specialization (Coursera)",False,False,0,"Animation Design, Online Coding Contests","Compiler Design, Linear Algebra, Cloud Computing",2,"Critical Thinking, Strategic",Data Scientist
"IoT (Internet of Things), Database Engineering, Business Analysis",Remote,6.1,Decision Making,"JavaScript, Scala","Cypress, Airflow, GCP, Jupyter Notebook, Jira",,False,False,3,"Club Leadership Roles, Case Competitions, Startup Ideation Events","Distributed Systems, Technical Communication, Web Technologies",0,Creative,Product Manager
"Quantum Computing, Database Engineering, Software Engineering",Remote,8.1,"Decision Making, Goal-Oriented Mindset","SQL, C#, Python, Ruby, Go, Java","Spark, Flask, Xcode",,False,False,8,"Hackathons, Music","Database Management Systems, Discrete Mathematics, Operating Systems",4,Logical,Software Developer (Backend)
"Systems Programming, IoT (Internet of Things)",On-site,9.8,Presentation Skills,"Java, Ruby","NumPy, CircleCI, Terraform, Kubernetes",,True,True,7,"AR/VR Projects, Open Source Contributions","Data Structures and Algorithms, Machine Learning, Big Data Analytics",4,"User-Centered, Big Picture Thinker",Business Analyst
"Game Development, Digital Marketing, Database Engineering",Hybrid,8.8,"Goal-Oriented Mindset, Work Ethic, Emotional Intelligence, Presentation Skills, Problem Solving",HTML,"InVision, Pytest, Weights & Biases",,True,True,1,"Video Editing, Club Leadership Roles","Cryptography, Computer Architecture, Entrepreneurship",3,"Logical, Innovative",Data Engineer
"Mobile App Development, Data Science, Project Management",On-site,7.0,"Critical Thinking, Business Communication, Customer Focus, Accountability, Innovative Thinking",JavaScript,"Airflow, TensorFlow, AWS",Microsoft Certified: Azure AI Engineer,True,False,8,Student Government,"Robotics, Machine Learning, Sociology",2,Analytical,Machine Learning Engineer
"Artificial Intelligence, Data Science",On-site,9.0,"Creative Thinking, Decision Making, Empathy, Problem Solving, Analytical Thinking","Rust, Haskell, Python","GCP, AWS",AWS Certified Security Specialty,True,False,0,"Tech Meetups, Open Source Contributions","Chemistry, Linear Algebra, Software Engineering",4,"Intuitive, Problem Solving",Machine Learning Engineer
"Cybersecurity, Frontend Development, Machine Learning",Remote,6.6,"Resilience, Active Listening",Python,"Flutter, Figma, Prometheus, Adobe XD, JUnit","Google Cloud Associate Cloud Engineer, Certified Ethical Hacker (CEH)",False,False,7,Mentorship Programs,"Robotics, Data Structures and Algorithms, Digital Logic Design, Project Management",3,"Creative, Intuitive",Database Administrator
"Mobile App Development, Digital Marketing, Quality Assurance / Testing",Remote,9.2,"Attention to Detail, Decision Making, Time Management","PowerShell, Objective-C, Swift, R","Core Data, Xcode, UIKit, Flutter","Google Data Analytics Certificate, Backend Development (Node.js)",True,False,6,"Student Government, Photography, Debate Clubs","Human Computer Interaction, Mobile Application Development, Software Engineering",0,"Experimental, Problem Solving",Mobile Developer (iOS)
"Infrastructure, Frontend Development, DevOps",Remote,9.8,"Resilience, Customer Focus, Communication, Multitasking","Shell (Bash), Go, Python","Tableau, Terraform, GCP, Azure","Google Cloud Associate Cloud Engineer, Kubernetes Certified Administrator (CKA)",True,False,0,,"Cloud Computing, Operating Systems, Computer Networks",1,Systematic,Cloud Engineer
"Academic Research, Cloud Computing",On-site,6.5,"Multitasking, Conflict Resolution, Planning and Organization, Empathy, Customer Focus","MATLAB, C#","Terraform, Selenium, Azure",Google UX Design Certificate,False,False,7,"Innovation Challenges, Community Service, Coding Clubs","Human Computer Interaction, IoT (Internet of Things)",1,"Intuitive, Collaborative",IoT Engineer
"Backend Development, Digital Marketing",Hybrid,8.7,"Strategic Thinking, Business Communication, Analytical Thinking",,"Git, Google Colab, Pytest, Adobe XD","Frontend Development Libraries (freeCodeCamp), Project Management Professional (PMP), AWS Certified Cloud Practitioner",True,True,3,,"Cryptography, Theory of Computation",1,Pragmatic,Technical Program Manager (TPM)
"Deep Learning, Cybersecurity",On-site,9.8,"Business Communication, Problem Solving","Julia, PowerShell, C++, Java","Tableau, PyCharm","Google UX Design Certificate, Offensive Security Certified Professional (OSCP), Salesforce Certified Administrator",True,True,2,"Case Competitions, Blogging","Physics, Compiler Design, Object-Oriented Programming",0,User-Centered,MS in Computer Science
"Deep Learning, Infrastructure, Networking",Remote,7.5,Customer Focus,"JavaScript, R","Docker, DBT, AWS, React, PyCharm","Google Cloud Associate Cloud Engineer, Microsoft Certified Azure Fundamentals, AWS Certified Cloud Practitioner, AWS Certified Solutions Architect - Associate",True,True,7,"Animation Design, Public Speaking, Blogging, Hackathons","IoT (Internet of Things), Computer Networks, Cloud Computing",0,"Collaborative, Problem Solving",Cloud Engineer
"Systems Programming, Machine Learning",Hybrid,6.9,"Critical Thinking, Adaptability",,"Jira, Cypress, Unreal Engine, JUnit, ELK Stack","Oracle Certified Java Programmer, Project Management Professional (PMP), Backend Development (Node.js)",False,True,2,"Video Editing, Online Coding Contests, Teaching/TA Work","Distributed Systems, Robotics, Operating Systems, Object-Oriented Programming",2,"Experimental, Collaborative",Security Engineer
"UI/UX Design, Site Reliability Engineering (SRE), Frontend Development",Hybrid,7.3,"Negotiation, Goal-Oriented Mindset, Strategic Thinking, Accountability, Conflict Resolution","C++, Kotlin, Java","Pytest, Confluence",Microsoft Certified Azure Fundamentals,False,True,4,,"Cloud Infrastructure, Quantum Computing, Operating Systems, Psychology",2,Intuitive,Systems Engineer
"Web Development, Software Engineering",Remote,7.4,"Adaptability, Teamwork",,"Docker, IntelliJ IDEA, Spring Boot",,False,False,4,"Entrepreneurship Clubs, Case Competitions, Sports, Podcast Creation","User Interface Design, Digital Logic Design, Economics",3,"Detail-Oriented, Collaborative",Project Manager
"Mobile App Development, Frontend Development, Cloud Computing",On-site,8.7,"Work Ethic, Teamwork, Presentation Skills",,"AWS, Kubernetes",,True,False,3,"Sports, Case Competitions, Debate Clubs, Photography","Biology, Web Technologies, Operating Systems, Cloud Computing",1,"Systematic, Problem Solving",Cloud Engineer
"Cybersecurity, Big Data",On-site,6.0,"Resilience, Teamwork, Negotiation, Multitasking, Strategic Thinking","HTML, Shell (Bash)","Unity, Sketch, Figma, Terraform, Adobe XD, Looker","SAFe Agilist Certification, Machine Learning (Stanford/Coursera), Offensive Security Certified Professional (OSCP)",True,True,4,"Startup Ideation Events, Mentorship Programs, Gaming","Entrepreneurship, Data Structures and Algorithms, Information Security, Big Data Analytics",4,"Creative, Experimental",Database Administrator
"UI/UX Design, Systems Programming, Business Analysis",Remote,9.6,"Leadership, Strategic Thinking, Active Listening, Goal-Oriented Mindset","HTML, Python","ELK Stack, GCP, Cypress","Tableau Desktop Specialist, Frontend Development Libraries (freeCodeCamp), Salesforce Certified Administrator",False,False,5,,"Distributed Systems, Cloud Infrastructure, Digital Logic Design, Sociology",1,"Creative, Experimental",Product Manager
"Deep Learning, Database Engineering",Hybrid,9.2,"Analytical Thinking, Critical Thinking, Emotional Intelligence",HTML,"Spring Boot, CircleCI, Android Studio, Weights & Biases",,False,False,5,,"Database Management Systems, Discrete Mathematics, Cyber Security",3,"Logical, Big Picture Thinker",Data Engineer
Mobile App Development,Remote,8.6,Collaboration,,"Grafana, Gradle, Firebase, Android Studio","Docker Certified Associate, AWS Certified Security Specialty",False,False,6,"Tech Meetups, Mentorship Programs","Mobile Application Development, Compiler Design, Object-Oriented Programming, Quantum Computing",4,Problem Solving,Mobile Developer (Android)
"Quality Assurance / Testing, Software Engineering",Remote,9.9,"Customer Focus, Analytical Thinking",,"React Native, PyTorch, Swagger, AWS",,True,True,7,Technical Writing,"Bioinformatics, IoT (Internet of Things), Economics, Psychology",2,Collaborative,Research Intern (AI/ML)
"Technical Writing, Software Engineering",Hybrid,6.7,"Resilience, Active Listening, Work Ethic, Time Management, Customer Focus",,"PostgreSQL, Confluence","CompTIA Security+, Cisco CCNA",False,True,6,"Music, Video Editing, Workshop Hosting","Technical Communication, Quantum Computing, Entrepreneurship, Project Management",1,"Pragmatic, Data-driven",AI Ethicist
Automation,Remote,9.8,"Leadership, Conflict Resolution, Work Ethic","PowerShell, Go, Shell (Bash), Python","Terraform, Android Studio, AWS","Google Cloud Associate Cloud Engineer, AWS Certified Cloud Practitioner, Backend Development (Node.js)",False,False,3,"Podcast Creation, UI/UX Projects","Distributed Systems, Virtualization and Containers",1,Resilience,DevOps Engineer
"Cybersecurity, Design Systems, Big Data",Hybrid,8.1,"Empathy, Business Communication, Negotiation, Collaboration","PHP, R","Scikit-learn, Sketch, Flutter, Prometheus, Confluence",,False,False,0,Animation Design,"Probability and Statistics, Data Mining, Data Structures and Algorithms, Ethical Hacking",2,Detail-Oriented,Database Administrator
"Full Stack Development, IoT (Internet of Things), Design Systems",Hybrid,7.6,"Innovative Thinking, Business Communication, Attention to Detail, Negotiation",MATLAB,"Sketch, Airflow, DBT, Android Studio, Podman",iOS App Development with Swift (Apple),True,True,4,,"Calculus, Data Mining, User Interface Design, Cloud Computing",1,"Intuitive, Logical",Quality Assurance Engineer
"Backend Development, Database Engineering, Computer Vision",Hybrid,7.5,"Emotional Intelligence, Business Communication, Attention to Detail, Empathy, Teamwork",Haskell,"Jest, Ansible, Weights & Biases, Azure, Android Studio",Microsoft Certified Azure Fundamentals,True,True,4,AR/VR Projects,"Cryptography, Discrete Mathematics, Big Data Analytics",4,"Data-driven, Strategic",Data Engineer
"Technical Writing, Software Engineering",Remote,9.6,"Analytical Thinking, Negotiation",MATLAB,"Azure, PostgreSQL, Terraform, Confluence",,False,True,6,"Technical Writing, Debate Clubs, Innovation Challenges, Gaming","Human Computer Interaction, Technical Communication, Computer Architecture, Project Management",3,"Data-driven, Analytical",AI Ethicist
"Site Reliability Engineering (SRE), Data Science, Academic Research",Remote,7.1,"Attention to Detail, Creative Thinking, Problem Solving, Multitasking, Work Ethic","Rust, Python","PyTorch, Angular, MongoDB","Docker Certified Associate, Microsoft Certified: Azure AI Engineer, AWS Certified Security Specialty",False,True,1,"Animation Design, Music, Gaming, Open Source Contributions","Virtualization and Containers, Probability and Statistics",1,Data-driven,AI Prompt Engineer
"Deep Learning, Computer Vision",Remote,8.3,"Resilience, Communication, Business Communication, Customer Focus, Presentation Skills","TypeScript, Shell (Bash), Haskell, Lisp","Jenkins, Kubernetes, Pandas, Adobe XD, ELK Stack","AWS Certified Security Specialty, Offensive Security Certified Professional (OSCP)",False,False,8,"Podcast Creation, Sports, Graphic Design","Cryptography, Bioinformatics, Theory of Computation, Blockchain",3,"User-Centered, Analytical",Technical Program Manager (TPM)
"Natural Language Processing, Database Engineering",Hybrid,9.0,"Active Listening, Time Management",PowerShell,"Unity, Android Studio, JUnit","Certified Ethical Hacker (CEH), Certified ScrumMaster (CSM), Microsoft Certified: SQL Associate",True,True,5,"Technical Writing, Teaching/TA Work, Volunteering, Video Editing","Cryptography, Probability and Statistics, Distributed Systems, Economics",1,"Pragmatic, Intuitive",Embedded Systems Engineer
"Web Development, Database Engineering",Remote,8.3,"Conflict Resolution, Innovative Thinking, Communication, Goal-Oriented Mindset",C++,"PostgreSQL, Docker",Offensive Security Certified Professional (OSCP),True,False,8,"Workshop Hosting, Entrepreneurship Clubs, Debate Clubs, 3D Modeling","Cloud Infrastructure, IoT (Internet of Things), Information Security, Economics",2,User-Centered,Project Manager
"UI/UX Design, Data Science, Machine Learning",Hybrid,8.4,"Resilience, Planning and Organization",,"Docker, MLflow, Kubernetes",,True,True,1,"Event Management, Innovation Challenges","Physics, Probability and Statistics, Web Technologies",1,"Data-driven, Innovative Thinking",Machine Learning Engineer
Mobile App Development,Remote,7.9,"Time Management, Planning and Organization","Objective-C, Swift, R","Unity, Jenkins, Airflow, UIKit, SwiftUI",Machine Learning (Stanford/Coursera),True,False,2,Online Coding Contests,"Discrete Mathematics, Object-Oriented Programming, Software Engineering",3,Problem Solving,Mobile Developer (iOS)
"Project Management, Quality Assurance / Testing, Software Engineering",Remote,7.9,"Accountability, Emotional Intelligence, Work Ethic",C#,"Jest, Helm, Terraform, Weights & Biases, Pandas","Android Developer Certification (Google), PCEP – Certified Entry-Level Python Programmer, ISTQB Foundation Level",True,True,2,Sports,"Bioinformatics, Data Structures and Algorithms",2,Collaborative,Research Intern (AI/ML)
